repo_url,hash,committer,committer_date,merge,filename,programming_language,signature,code,label,before_change,added_only,mod_lines
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,beginStructure descriptor : SerialDescriptor,"    override fun beginStructure(descriptor: SerialDescriptor): CompositeDecoder {
        if (haveStartedReadingEntries) {
            return fromCurrentValue { beginStructure(descriptor) }
        }

        return super.beginStructure(descriptor)
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"throwUnknownProperty name : String , path : YamlPath , desc : SerialDescriptor","    private fun throwUnknownProperty(name: String, path: YamlPath, desc: SerialDescriptor): Nothing {
        val knownPropertyNames = (0 until desc.elementsCount)
            .map { desc.getElementName(it) }
            .toSet()

        throw UnknownPropertyException(name, knownPropertyNames, path)
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,beginStructure descriptor : SerialDescriptor,"    override fun beginStructure(descriptor: SerialDescriptor): CompositeDecoder {
        if (haveStartedReadingEntries) {
            return fromCurrentValue { beginStructure(descriptor) }
        }

        return super.beginStructure(descriptor)
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,beginStructure descriptor : SerialDescriptor,"    override fun beginStructure(descriptor: SerialDescriptor): CompositeDecoder {
        return when (currentField) {
            CurrentField.NotStarted, CurrentField.Type -> super.beginStructure(descriptor)
            CurrentField.Content -> {
                contentDecoder = createFor(contentNode, serializersModule, configuration, descriptor)

                return contentDecoder
            }
        }
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"maybeCallOnContent blockOnType : -> T , blockOnContent : YamlInput . -> T","    private inline fun <T> maybeCallOnContent(blockOnType: () -> T, blockOnContent: YamlInput.() -> T): T {
        return when (currentField) {
            CurrentField.NotStarted, CurrentField.Type -> blockOnType()
            CurrentField.Content -> contentDecoder.blockOnContent()
        }
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,decodeSerializableValue deserializer : DeserializationStrategy < T >,"    override fun <T> decodeSerializableValue(deserializer: DeserializationStrategy<T>): T {
        try {
            return super.decodeSerializableValue(deserializer)
        } catch (e: SerializationException) {
            throwIfUnknownPolymorphicTypeException(e, deserializer)

            throw e
        }
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"throwIfUnknownPolymorphicTypeException e : Exception , deserializer : DeserializationStrategy < * >","    private fun throwIfUnknownPolymorphicTypeException(e: Exception, deserializer: DeserializationStrategy<*>) {
        val message = e.message ?: return
        val match = unknownPolymorphicTypeExceptionMessage.matchEntire(message) ?: return
        val unknownType = match.groupValues[1]
        val className = match.groupValues[2]

        val knownTypes = when (deserializer.descriptor.kind) {
            PolymorphicKind.SEALED -> getKnownTypesForSealedType(deserializer)
            PolymorphicKind.OPEN -> getKnownTypesForOpenType(className)
            else -> throw IllegalArgumentException(""Can't get known types for descriptor of kind ${deserializer.descriptor.kind}"")
        }

        throw UnknownPolymorphicTypeException(unknownType, knownTypes, typeNamePath, e)
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,getKnownTypesForSealedType deserializer : DeserializationStrategy < * >,"    private fun getKnownTypesForSealedType(deserializer: DeserializationStrategy<*>): Set<String> {
        val typesDescriptor = deserializer.descriptor.getElementDescriptor(1)

        return typesDescriptor.elementNames.toSet()
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"contextual kClass : KClass < T > , provider : typeArgumentsSerializers : List < KSerializer < * > > -> KSerializer < * >","            override fun <T : Any> contextual(kClass: KClass<T>, provider: (typeArgumentsSerializers: List<KSerializer<*>>) -> KSerializer<*>) {}",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"polymorphic baseClass : KClass < Base > , actualClass : KClass < Sub > , actualSerializer : KSerializer < Sub >","            override fun <Base : Any, Sub : Base> polymorphic(baseClass: KClass<Base>, actualClass: KClass<Sub>, actualSerializer: KSerializer<Sub>) {
                if (baseClass.simpleName == className) {
                    knownTypes.add(actualSerializer.descriptor.serialName)
                }
            }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"polymorphicDefault baseClass : KClass < Base > , defaultSerializerProvider : className : String? -> DeserializationStrategy < out Base > ?","            override fun <Base : Any> polymorphicDefault(baseClass: KClass<Base>, defaultSerializerProvider: (className: String?) -> DeserializationStrategy<out Base>?) {
                throw UnsupportedOperationException(""This method should never be called."")
            }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,getKnownTypesForOpenType className : String,"    private fun getKnownTypesForOpenType(className: String): Set<String> {
        val knownTypes = mutableSetOf<String>()

        serializersModule.dumpTo(object : SerializersModuleCollector {
            override fun <T : Any> contextual(kClass: KClass<T>, provider: (typeArgumentsSerializers: List<KSerializer<*>>) -> KSerializer<*>) {}

            // FIXME: ideally we'd be able to get the name as used by the SerialModule (eg. the values in 'polyBase2NamedSerializers' in SerialModuleImpl, but these aren't exposed.
            // The serializer's descriptor's name seems to be the same value.
            override fun <Base : Any, Sub : Base> polymorphic(baseClass: KClass<Base>, actualClass: KClass<Sub>, actualSerializer: KSerializer<Sub>) {
                if (baseClass.simpleName == className) {
                    knownTypes.add(actualSerializer.descriptor.serialName)
                }
            }

            override fun <Base : Any> polymorphicDefault(baseClass: KClass<Base>, defaultSerializerProvider: (className: String?) -> DeserializationStrategy<out Base>?) {
                throw UnsupportedOperationException(""This method should never be called."")
            }
        })

        return knownTypes
    }",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,"maybeCallOnContent functionName : String , blockOnContent : YamlInput . -> T","    private inline fun <T> maybeCallOnContent(functionName: String, blockOnContent: YamlInput.() -> T): T =
        maybeCallOnContent(blockOnType = { throw UnsupportedOperationException(""Can't call $functionName() on type field"") }, blockOnContent = blockOnContent)

    private inline fun <T> maybeCallOnContent(blockOnType: () -> T, blockOnContent: YamlInput.() -> T): T {
        return when (currentField) {
            CurrentField.NotStarted, CurrentField.Type -> blockOnType()
            CurrentField.Content -> contentDecoder.blockOnContent()
        }
    }

    override fun <T> decodeSerializableValue(deserializer: DeserializationStrategy<T>): T {
        try {
            return super.decodeSerializableValue(deserializer)
        } catch (e: SerializationException) {
            throwIfUnknownPolymorphicTypeException(e, deserializer)

            throw e
        }
    }

    private fun throwIfUnknownPolymorphicTypeException(e: Exception, deserializer: DeserializationStrategy<*>) {
        val message = e.message ?: return
        val match = unknownPolymorphicTypeExceptionMessage.matchEntire(message) ?: return
        val unknownType = match.groupValues[1]
        val className = match.groupValues[2]

        val knownTypes = when (deserializer.descriptor.kind) {
            PolymorphicKind.SEALED -> getKnownTypesForSealedType(deserializer)
            PolymorphicKind.OPEN -> getKnownTypesForOpenType(className)
            else -> throw IllegalArgumentException(""Can't get known types for descriptor of kind ${deserializer.descriptor.kind}"")
        }

        throw UnknownPolymorphicTypeException(unknownType, knownTypes, typeNamePath, e)
    }

    private fun getKnownTypesForSealedType(deserializer: DeserializationStrategy<*>): Set<String> {
        val typesDescriptor = deserializer.descriptor.getElementDescriptor(1)

        return typesDescriptor.elementNames.toSet()
    }

    private fun getKnownTypesForOpenType(className: String): Set<String> {
        val knownTypes = mutableSetOf<String>()

        serializersModule.dumpTo(object : SerializersModuleCollector {
            override fun <T : Any> contextual(kClass: KClass<T>, provider: (typeArgumentsSerializers: List<KSerializer<*>>) -> KSerializer<*>) {}

            // FIXME: ideally we'd be able to get the name as used by the SerialModule (eg. the values in 'polyBase2NamedSerializers' in SerialModuleImpl, but these aren't exposed.
            // The serializer's descriptor's name seems to be the same value.
            override fun <Base : Any, Sub : Base> polymorphic(baseClass: KClass<Base>, actualClass: KClass<Sub>, actualSerializer: KSerializer<Sub>) {
                if (baseClass.simpleName == className) {
                    knownTypes.add(actualSerializer.descriptor.serialName)
                }
            }

            override fun <Base : Any> polymorphicDefault(baseClass: KClass<Base>, defaultSerializerProvider: (className: String?) -> DeserializationStrategy<out Base>?) {
                throw UnsupportedOperationException(""This method should never be called."")
            }
        })

        return knownTypes
    }

    private enum class CurrentField {
        NotStarted,
        Type,
        Content
    }

    companion object {
        private val unknownPolymorphicTypeExceptionMessage: Regex = """"""^Class '(.*)' is not registered for polymorphic serialization in the scope of '(.*)'.\nMark the base class as 'sealed' or register the serializer explicitly.$"""""".toRegex()
    }
}",0,True,False,
https://github.com/charleskorn/kaml.git,e18785d043fc6324c81e968aae9764b4b060bc6a,Charles Korn,2021-09-05 16:26:07+10:00,False,YamlInput.kt,Kotlin,get,"    get() {
        return when (this) {
            is StructureKind.MAP -> ""a map""
            is StructureKind.CLASS -> ""an object""
            is StructureKind.OBJECT -> ""an object""
            is StructureKind.LIST -> ""a list""
            is PrimitiveKind.STRING -> ""a string""
            is PrimitiveKind.BOOLEAN -> ""a boolean""
            is PrimitiveKind.BYTE -> ""a byte""
            is PrimitiveKind.CHAR -> ""a character""
            is PrimitiveKind.DOUBLE -> ""a double""
            is PrimitiveKind.FLOAT -> ""a float""
            is PrimitiveKind.INT -> ""an integer""
            is PrimitiveKind.SHORT -> ""a short""
            is PrimitiveKind.LONG -> ""a long""
            is SerialKind.ENUM -> ""an enumeration value""
            else -> ""a $this value""
        }
    }",0,True,False,
https://github.com/openMF/mifos-mobile.git,5840b39200b1ba7f27f8d7ee4c2c73bbebb5f41c,intrigus,2021-02-16 21:36:14+01:00,True,SelfServiceOkHttpClient.kt,Kotlin,"checkClientTrusted chain : Array < X509Certificate > , authType : String","                            override fun checkClientTrusted(
                                    chain: Array<X509Certificate>,
                                    authType: String
                            ) {
                            }",1,True,False,"0,1,2,3,4"
https://github.com/openMF/mifos-mobile.git,5840b39200b1ba7f27f8d7ee4c2c73bbebb5f41c,intrigus,2021-02-16 21:36:14+01:00,True,SelfServiceOkHttpClient.kt,Kotlin,"checkServerTrusted chain : Array < X509Certificate > , authType : String","                            override fun checkServerTrusted(
                                    chain: Array<X509Certificate>,
                                    authType: String
                            ) {
                            }",1,True,False,"0,1,2,3,4"
https://github.com/openMF/mifos-mobile.git,5840b39200b1ba7f27f8d7ee4c2c73bbebb5f41c,intrigus,2021-02-16 21:36:14+01:00,True,SelfServiceOkHttpClient.kt,Kotlin,getAcceptedIssuers,"                            override fun getAcceptedIssuers(): Array<X509Certificate?> {
                                return arrayOfNulls(0)
                            }",1,True,False,"0,1,2"
https://github.com/detekt/detekt.git,c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395,GitHub,2022-01-18 18:21:06+01:00,False,BaselineFormat.kt,Kotlin,read path : Path,"    fun read(path: Path): Baseline {
        try {
            Files.newInputStream(path).use {
                val reader = SAXParserFactory.newInstance().newSAXParser()
                val handler = BaselineHandler()
                reader.parse(it, handler)
                return handler.createBaseline()
            }
        } catch (error: SAXParseException) {
            val (line, column) = error.lineNumber to error.columnNumber
            throw InvalidState(""Error on position $line:$column while reading the baseline xml file!"", error)
        }
    }",1,True,False,3
https://github.com/detekt/detekt.git,c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395,GitHub,2022-01-18 18:21:06+01:00,False,BaselineFormat.kt,Kotlin,read path : Path,"    fun read(path: Path): Baseline {
        try {
            Files.newInputStream(path).use {
                val reader = SAXParserFactory.newInstance()
                    .apply {
                        setFeature(XMLConstants.FEATURE_SECURE_PROCESSING, true)
                    }
                    .newSAXParser()
                val handler = BaselineHandler()
                reader.parse(it, handler)
                return handler.createBaseline()
            }
        } catch (error: SAXParseException) {
            val (line, column) = error.lineNumber to error.columnNumber
            throw InvalidState(""Error on position $line:$column while reading the baseline xml file!"", error)
        }
    }",0,False,False,
https://github.com/detekt/detekt.git,c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395,GitHub,2022-01-18 18:21:06+01:00,False,BaselineFormat.kt,Kotlin,"write baseline : Baseline , path : Path","    fun write(baseline: Baseline, path: Path) {
        try {
            Files.newBufferedWriter(path).addFinalNewLine().use {
                it.streamXml().prettyPrinter().save(baseline)
            }
        } catch (error: XMLStreamException) {
            val (line, column) = error.positions
            throw InvalidState(""Error on position $line:$column while writing the baseline xml file!"", error)
        }
    }",0,True,False,
https://github.com/detekt/detekt.git,c965a8d2a6bbdb9bcfc6acfa7bbffd3da81f5395,GitHub,2022-01-18 18:21:06+01:00,False,BaselineFormat.kt,Kotlin,XMLStreamWriter,"    private fun XMLStreamWriter.save(baseline: Baseline) {
        document {
            tag(SMELL_BASELINE) {
                tag(MANUALLY_SUPPRESSED_ISSUES) {
                    baseline.manuallySuppressedIssues.forEach { tag(ID, it) }
                }
                tag(CURRENT_ISSUES) {
                    baseline.currentIssues.forEach { tag(ID, it) }
                }
            }
        }
    }
}",0,True,False,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,RadarCovidApplication.kt,Kotlin,onCreate,"    override fun onCreate() {
        super.onCreate()

        initRxJavaSettings()

        DP3T.init(
            this,
            ApplicationInfo(packageName, BuildConfig.REPORT_URL, BuildConfig.BUCKET_URL),
            SignatureUtil.getPublicKeyFromBase64OrThrow(BuildConfig.PUBLIC_KEY),
            BuildConfig.DEBUG
        )
        DP3T.setCertificatePinner(certificatePinner)
        DP3T.setUserAgent(userAgent)

        registerReceiver(ExposureStatusChangeBroadcastReceiver(), DP3T.getUpdateIntentFilter())

    }",1,True,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,RadarCovidApplication.kt,Kotlin,onCreate,"    override fun onCreate() {
        super.onCreate()

        initRxJavaSettings()

        DP3T.init(
            this,
            ApplicationInfo(packageName, BuildConfig.REPORT_URL, BuildConfig.BUCKET_URL),
            SignatureUtil.getPublicKeyFromBase64OrThrow(BuildConfig.PUBLIC_KEY),
            BuildConfig.DEBUG
        )
        DP3T.setCertificatePinner(certificatePinner)
        DP3T.setUserAgent(userAgent)

        FakeInfectionReportWorker.start(this)

        registerReceiver(ExposureStatusChangeBroadcastReceiver(), DP3T.getUpdateIntentFilter())

    }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,RadarCovidApplication.kt,Kotlin,initRxJavaSettings,"    private fun initRxJavaSettings() {
        RxJavaPlugins.setErrorHandler {
            if (BuildConfig.DEBUG)
                it.printStackTrace()
        }
    }",0,True,False,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,RadarCovidApplication.kt,Kotlin,applicationInjector,"    override fun applicationInjector(): AndroidInjector<out DaggerApplication> =
        DaggerApplicationComponent.builder()
            .applicationContext(this)
            .build()

    private fun initRxJavaSettings() {
        RxJavaPlugins.setErrorHandler {
            if (BuildConfig.DEBUG)
                it.printStackTrace()
        }
    }

}",0,True,False,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,RepositoryModule.kt,Kotlin,providesApiRepository repository : ApiRepositoryImpl,"    fun providesApiRepository(repository: ApiRepositoryImpl): ApiRepository = repository

}",0,True,False,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,ExampleRepositoryImpl.kt,Kotlin,exampleRequest,"    override fun exampleRequest(): Either<Throwable, String> = callService {
        apiInterface.test()
    }

}",1,True,False,"0,1,2,3,4"
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,FakeInfectionReportRepositoryImpl.kt,Kotlin,notifyFakeInfected authCode : String,"    override fun notifyFakeInfected(authCode: String): Completable =
        Completable.create {
            if (BuildConfig.isMock) {
                it.onComplete()
            } else {
                DP3T.sendFakeInfectedRequest(context,
                    ExposeeAuthMethodAuthorization(""Bearer $authCode""),
                    { it.onComplete() },
                    { it.onError(Exception(""Error notifying fake infection"")) }
                )
            }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,ReportInfectedUseCase.kt,Kotlin,reportInfected reportCode : String,"    fun reportInfected(reportCode: String): Completable {

        return getVerifyToken(reportCode).flatMapCompletable {
            contactTracingRepository.notifyInfected(it.token, jwtTokenUtils.getOnset(it.token))
        }.concatWith {
            preferencesRepository.setInfectionReportDate(Date())
            it.onComplete()
        }

    }",1,True,False,"0,1,2,3,4,5,6,9"
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,FakeInfectionReportWorker.kt,Kotlin,getRandomDelay,"        private fun getRandomDelay(): Long = Random.nextLong(180, 360)

    }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,FakeInfectionReportWorker.kt,Kotlin,start context : Context,"        fun start(context: Context) {
            start(context, getRandomDelay(), ExistingWorkPolicy.KEEP)
        }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,FakeInfectionReportWorker.kt,Kotlin,doWork,"    override fun doWork(): Result {
        if (BuildConfig.DEBUG)
            DP3T.addWorkerStartedToHistory(applicationContext, TAG)
        reportFakeInfectionUseCase.reportFakeInfection().subscribe()
        start(applicationContext, getRandomDelay(), ExistingWorkPolicy.APPEND)
        return Result.success()
    }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,91dcfff6252055637bc9ee0c46b8f003d64a16b9,Alberto Vecina Sánchez,2020-09-25 09:30:31+02:00,False,FakeInfectionReportWorker.kt,Kotlin,"start context : Context , delayInMinutes : Long , existingWorkPolicy : ExistingWorkPolicy","        private fun start(
            context: Context,
            delayInMinutes: Long,
            existingWorkPolicy: ExistingWorkPolicy
        ) {
            val constraints = Constraints.Builder()
                .setRequiredNetworkType(NetworkType.CONNECTED)
                .build()
            val work =
                OneTimeWorkRequest
                    .Builder(FakeInfectionReportWorker::class.java)
                    .setInitialDelay(delayInMinutes, TimeUnit.MINUTES)
                    .setConstraints(constraints)
                    .build()
            WorkManager.getInstance(context)
                .enqueueUniqueWork(TAG, existingWorkPolicy, work)
        }",0,False,True,
https://github.com/RadarCOVID/radar-covid-android.git,53252773ffa81e116deabcbbea3bac96872b9888,Oscar Rodriguez,2020-10-08 10:27:13+02:00,False,RadarCovidApplication.kt,Kotlin,onCreate,"    override fun onCreate() {
        super.onCreate()

        initRxJavaSettings()

        DP3T.init(
            this,
            ApplicationInfo(packageName, BuildConfig.REPORT_URL, BuildConfig.BUCKET_URL),
            SignatureUtil.getPublicKeyFromBase64OrThrow(BuildConfig.PUBLIC_KEY),
            BuildConfig.DEBUG
        )
        DP3T.setCertificatePinner(certificatePinner)
        DP3T.setUserAgent(userAgent)

        FakeInfectionReportWorker.start(this)

        registerReceiver(ExposureStatusChangeBroadcastReceiver(), DP3T.getUpdateIntentFilter())

    }",1,True,False,14
